"Plot Title:  10799588"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10799588, SEN S/N: 10799588)","RH, % (LGR S/N: 10799588, SEN S/N: 10799588)","Coupler Detached (LGR S/N: 10799588)","End Of File (LGR S/N: 10799588)"
114,11/29/17 12:17:16 AM,21.032,42.901,,
115,11/29/17 12:18:16 AM,21.032,42.837,,
116,11/29/17 12:19:16 AM,21.008,42.802,,
117,11/29/17 12:20:16 AM,21.008,42.769,,
118,11/29/17 12:21:16 AM,21.008,42.737,,
119,11/29/17 12:22:16 AM,21.008,42.705,,
120,11/29/17 12:23:16 AM,21.008,42.673,,
121,11/29/17 12:24:16 AM,20.984,42.638,,
122,11/29/17 12:25:16 AM,20.984,42.573,,
123,11/29/17 12:26:16 AM,20.984,42.573,,
124,11/29/17 12:27:16 AM,20.984,42.509,,
125,11/29/17 12:28:16 AM,20.984,42.509,,
126,11/29/17 12:29:16 AM,20.984,42.477,,
127,11/29/17 12:30:16 AM,20.984,42.445,,
128,11/29/17 12:31:16 AM,20.984,42.445,,
129,11/29/17 12:32:16 AM,20.960,42.442,,
130,11/29/17 12:33:16 AM,20.960,42.442,,
131,11/29/17 12:34:16 AM,20.960,42.442,,
132,11/29/17 12:35:16 AM,20.960,42.442,,
133,11/29/17 12:36:16 AM,20.936,42.439,,
134,11/29/17 12:37:16 AM,20.936,42.439,,
135,11/29/17 12:38:16 AM,20.936,42.407,,
136,11/29/17 12:39:16 AM,20.936,42.375,,
137,11/29/17 12:40:16 AM,20.936,42.375,,
138,11/29/17 12:41:16 AM,20.936,42.375,,
139,11/29/17 12:42:16 AM,20.936,42.375,,
140,11/29/17 12:43:16 AM,20.913,42.372,,
141,11/29/17 12:44:16 AM,20.913,42.372,,
142,11/29/17 12:45:16 AM,20.913,42.340,,
143,11/29/17 12:46:16 AM,20.913,42.307,,
144,11/29/17 12:47:16 AM,20.913,42.307,,
145,11/29/17 12:48:16 AM,20.889,42.305,,
146,11/29/17 12:49:16 AM,20.889,42.305,,
147,11/29/17 12:50:16 AM,20.889,42.240,,
148,11/29/17 12:51:16 AM,20.889,42.240,,
149,11/29/17 12:52:16 AM,20.889,42.240,,
150,11/29/17 12:53:16 AM,20.889,42.208,,
151,11/29/17 12:54:16 AM,20.865,42.205,,
152,11/29/17 12:55:16 AM,20.865,42.173,,
153,11/29/17 12:56:16 AM,20.865,42.173,,
154,11/29/17 12:57:16 AM,20.841,42.106,,
155,11/29/17 12:58:16 AM,20.841,42.106,,
156,11/29/17 12:59:16 AM,20.841,42.106,,
157,11/29/17 01:00:16 AM,20.841,42.106,,
158,11/29/17 01:01:16 AM,20.841,42.074,,
159,11/29/17 01:02:16 AM,20.841,42.041,,
160,11/29/17 01:03:16 AM,20.841,42.041,,
161,11/29/17 01:04:16 AM,20.817,42.006,,
162,11/29/17 01:05:16 AM,20.817,42.006,,
163,11/29/17 01:06:16 AM,20.817,41.974,,
164,11/29/17 01:07:16 AM,20.793,41.971,,
165,11/29/17 01:08:16 AM,20.793,41.971,,
166,11/29/17 01:09:16 AM,20.793,41.971,,
167,11/29/17 01:10:16 AM,20.793,41.971,,
168,11/29/17 01:11:16 AM,20.793,41.939,,
169,11/29/17 01:12:16 AM,20.793,41.939,,
